question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0377,"According to the policies, which type of AI usage at YourCompanyName requires specific approval, and what are the considerations for this approval process?","The policies state that certain business departments and functions at YourCompanyName bear more considerations and potential risks, and before using any AI, whether for personal business tasks or more complex business processes, consultation with a manager is required. Additionally, the use of third-party software, services, or contractors that utilize AI technology should also be carefully evaluated, and an AI-specific clause should be included in any vendor or contractor agreements.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,5|6,False,train
QA0378,How should the organization ensure that the configuration benchmarks for each of its IDPs include logging User Behavior Analytics (UBA) events?,The policy does not specify a method for ensuring that the configuration benchmarks include UBA events. It only states that the benchmarks must include logging UBA events.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,4,False,train
QA0379,What is the purpose of the policy?,"The policy outlines the procedures for managing storage media throughout their lifecycle, including acquisition, use, transportation, and disposal, in accordance with the organization's classification scheme and handling requirements.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.10,0,False,train
QA0380,"What are the potential consequences for non-compliance with the organization's wireless network security policy, as outlined in the provided policy snippets?","Non-compliance with the organization's wireless network security policy can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0381,What must happen immediately after database authentication?,The memory containing the user name and password must be released or cleared.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,3,False,train
QA0382,Who should be consulted before exporting any material that is in question?,The appropriate management should be consulted prior to exporting any material that is in question.,simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,4,False,train
QA0383,"According to the policy, what specific process must the organization follow to ensure the Incident Management (IM) plan is updated to reflect new cybersecurity threats and vulnerabilities?","The policy outlines the need to define a process for updating the Incident Management (IM) plan to reflect new cybersecurity threats and vulnerabilities. It also emphasizes the importance of documenting the incident response plan, including how to report incidents to external groups and how to classify incidents.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0384,Who is responsible for secure password provisioning?,The organization's helpdesk is responsible for implementing a secure password provisioning process.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,3,False,train
QA0385,What type of security tests should be performed regularly at each facility?,Regularly performing physical penetration tests ensures the organization's physical security safeguards operate as expected.,simple,SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0386,"According to the policy, what are the key considerations for ensuring high-quality training data for AI systems, especially when using techniques involving model training?","The policy emphasizes the importance of high data quality for AI system performance, especially when using model training techniques. It highlights the need for relevant, representative, and free data sets to ensure the high-risk AI system performs as intended and safely, and avoids the creation of discrimination prohibited by Union law. This implies that data governance and management practices are crucial for ensuring data quality during training, validation, and testing.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,19|20,False,train
